v_prime, v
17.0, 24.0
9.0, 22.0
15.0, 22.0
13.0, 21.0
12.0, 21.0
16.0, 24.0
15.0, 24.0
17.0, 23.0
17.0, 22.0
15.0, 23.0
15.0, 24.0
14.0, 22.0
14.0, 23.0
12.0, 20.0
14.0, 21.0
17.0, 24.0
15.0, 21.0
12.0, 23.0
9.0, 28.0
13.0, 20.0
12.0, 21.0
15.0, 23.0
17.0, 25.0
17.0, 23.0
13.0, 21.0
14.0, 23.0
15.0, 21.0
12.0, 23.0
13.0, 25.0
11.0, 20.0
14.0, 23.0
8.0, 19.0
17.0, 23.0
15.0, 23.0
17.0, 24.0
15.0, 24.0
13.0, 22.0
11.0, 22.0
12.0, 21.0
9.0, 21.0
17.0, 24.0
15.0, 23.0
13.0, 20.0
18.0, 24.0
17.0, 24.0
14.0, 23.0
13.0, 24.0
12.0, 22.0
16.0, 24.0
15.0, 23.0
12.0, 23.0
11.0, 20.0
14.0, 23.0
13.0, 23.0
14.0, 21.0
8.0, 22.0
9.0, 19.0
10.0, 20.0
13.0, 20.0
11.0, 21.0
15.0, 24.0
8.0, 21.0
13.0, 21.0
15.0, 24.0
15.0, 23.0
14.0, 23.0
13.0, 22.0
16.0, 23.0
12.0, 27.0
12.0, 21.0
14.0, 22.0
11.0, 21.0
16.0, 24.0
16.0, 22.0
14.0, 21.0
17.0, 28.0
15.0, 22.0
12.0, 21.0
12.0, 21.0
12.0, 21.0
12.0, 24.0
15.0, 26.0
10.0, 23.0
9.0, 20.0
11.0, 17.0
14.0, 23.0
16.0, 24.0
13.0, 24.0
12.0, 23.0
15.0, 23.0
16.0, 21.0
16.0, 24.0
14.0, 23.0
10.0, 23.0
17.0, 24.0
13.0, 22.0
8.0, 20.0
12.0, 21.0
16.0, 22.0
13.0, 23.0
16.0, 23.0
13.0, 24.0
15.0, 22.0
14.0, 20.0
9.0, 22.0
13.0, 21.0
18.0, 23.0
12.0, 22.0
14.0, 23.0
15.0, 25.0
16.0, 22.0
16.0, 24.0
14.0, 22.0
14.0, 21.0
6.0, 28.0
15.0, 24.0
12.0, 20.0
14.0, 21.0
11.0, 22.0
13.0, 22.0
15.0, 21.0
12.0, 22.0
13.0, 22.0
15.0, 23.0
14.0, 22.0
18.0, 25.0
15.0, 23.0
14.0, 22.0
15.0, 21.0
12.0, 22.0
11.0, 18.0
15.0, 21.0
13.0, 21.0
15.0, 23.0
13.0, 22.0
12.0, 23.0
10.0, 21.0
11.0, 19.0
16.0, 23.0
13.0, 21.0
15.0, 24.0
18.0, 25.0
16.0, 23.0
15.0, 22.0
18.0, 24.0
12.0, 22.0
10.0, 22.0
8.0, 21.0
13.0, 24.0
11.0, 23.0
12.0, 21.0
12.0, 22.0
9.0, 19.0
11.0, 21.0
13.0, 22.0
12.0, 24.0
16.0, 23.0
13.0, 20.0
14.0, 23.0
12.0, 19.0
15.0, 22.0
14.0, 21.0
15.0, 23.0
13.0, 21.0
16.0, 23.0
11.0, 21.0
9.0, 21.0
14.0, 23.0
10.0, 21.0
13.0, 24.0
10.0, 17.0
13.0, 19.0
17.0, 25.0
11.0, 21.0
18.0, 23.0
15.0, 22.0
12.0, 18.0
15.0, 26.0
14.0, 23.0
11.0, 25.0
11.0, 23.0
13.0, 20.0
11.0, 21.0
11.0, 20.0
11.0, 24.0
10.0, 20.0
10.0, 22.0
10.0, 18.0
16.0, 23.0
16.0, 22.0
14.0, 18.0
13.0, 23.0
12.0, 23.0
14.0, 21.0
15.0, 23.0
16.0, 21.0
6.0, 19.0
10.0, 22.0
11.0, 19.0
15.0, 24.0
12.0, 22.0
16.0, 24.0
18.0, 24.0
16.0, 22.0
15.0, 23.0
9.0, 21.0
17.0, 23.0
17.0, 25.0
12.0, 21.0
16.0, 23.0
8.0, 23.0
13.0, 23.0
13.0, 23.0
12.0, 19.0
16.0, 22.0
13.0, 22.0
9.0, 17.0
13.0, 24.0
16.0, 24.0
18.0, 24.0
11.0, 20.0
16.0, 22.0
12.0, 21.0
14.0, 23.0
12.0, 22.0
13.0, 22.0
14.0, 24.0
15.0, 23.0
10.0, 18.0
12.0, 23.0
15.0, 23.0
12.0, 22.0
9.0, 20.0
6.0, 28.0
13.0, 22.0
12.0, 22.0
19.0, 24.0
19.0, 24.0
14.0, 21.0
13.0, 25.0
15.0, 23.0
14.0, 24.0
17.0, 22.0
12.0, 21.0
14.0, 21.0
14.0, 23.0
15.0, 23.0
9.0, 21.0
11.0, 22.0
15.0, 25.0
11.0, 22.0
14.0, 21.0
17.0, 23.0
14.0, 23.0
16.0, 22.0
14.0, 21.0
14.0, 22.0
11.0, 20.0
16.0, 24.0
12.0, 19.0
10.0, 20.0
13.0, 25.0
16.0, 24.0
14.0, 22.0
11.0, 20.0
15.0, 25.0
10.0, 22.0
13.0, 22.0
16.0, 23.0
15.0, 21.0
17.0, 24.0
12.0, 22.0
15.0, 23.0
14.0, 24.0
13.0, 22.0
20.0, 25.0
13.0, 22.0
14.0, 23.0
13.0, 23.0
16.0, 22.0
9.0, 22.0
14.0, 23.0
15.0, 24.0
12.0, 21.0
12.0, 21.0
12.0, 24.0
12.0, 25.0
10.0, 17.0
14.0, 22.0
11.0, 19.0
13.0, 20.0
12.0, 23.0
15.0, 23.0
13.0, 22.0
16.0, 22.0
12.0, 22.0
15.0, 21.0
12.0, 24.0
16.0, 23.0
15.0, 23.0
15.0, 23.0
13.0, 21.0
13.0, 24.0
14.0, 23.0
10.0, 20.0
15.0, 22.0
15.0, 22.0
13.0, 22.0
13.0, 20.0
16.0, 24.0
17.0, 22.0
12.0, 21.0
15.0, 22.0
6.0, 19.0
12.0, 24.0
16.0, 25.0
12.0, 20.0
7.0, 20.0
13.0, 22.0
15.0, 24.0
16.0, 24.0
14.0, 22.0
17.0, 23.0
16.0, 23.0
16.0, 23.0
15.0, 24.0
12.0, 22.0
16.0, 22.0
13.0, 23.0
17.0, 23.0
12.0, 19.0
14.0, 22.0
14.0, 22.0
15.0, 24.0
10.0, 21.0
13.0, 20.0
11.0, 22.0
15.0, 22.0
15.0, 21.0
12.0, 21.0
13.0, 20.0
18.0, 21.0
9.0, 23.0
17.0, 23.0
13.0, 23.0
10.0, 19.0
15.0, 22.0
15.0, 22.0
11.0, 21.0
15.0, 22.0
11.0, 24.0
14.0, 23.0
12.0, 24.0
11.0, 21.0
18.0, 23.0
12.0, 25.0
14.0, 21.0
14.0, 25.0
14.0, 21.0
15.0, 22.0
11.0, 21.0
16.0, 23.0
15.0, 22.0
11.0, 23.0
11.0, 22.0
11.0, 20.0
12.0, 19.0
15.0, 22.0
11.0, 21.0
15.0, 24.0
13.0, 20.0
16.0, 23.0
16.0, 22.0
13.0, 24.0
12.0, 20.0
12.0, 23.0
15.0, 22.0
10.0, 22.0
16.0, 24.0
16.0, 23.0
10.0, 23.0
9.0, 20.0
14.0, 23.0
11.0, 23.0
14.0, 24.0
14.0, 24.0
10.0, 19.0
12.0, 24.0
13.0, 23.0
11.0, 21.0
13.0, 22.0
11.0, 20.0
10.0, 22.0
13.0, 24.0
15.0, 25.0
18.0, 23.0
13.0, 21.0
14.0, 22.0
13.0, 22.0
13.0, 19.0
12.0, 22.0
17.0, 25.0
13.0, 22.0
12.0, 21.0
11.0, 18.0
15.0, 20.0
11.0, 22.0
18.0, 23.0
14.0, 20.0
14.0, 23.0
11.0, 20.0
14.0, 23.0
10.0, 17.0
15.0, 24.0
11.0, 21.0
17.0, 24.0
16.0, 23.0
14.0, 20.0
17.0, 25.0
8.0, 23.0
19.0, 24.0
13.0, 22.0
10.0, 20.0
13.0, 18.0
15.0, 24.0
13.0, 22.0
18.0, 21.0
11.0, 23.0
12.0, 22.0
15.0, 23.0
16.0, 23.0
13.0, 21.0
14.0, 22.0
12.0, 22.0
12.0, 22.0
14.0, 22.0
12.0, 23.0
14.0, 23.0
13.0, 24.0
12.0, 18.0
15.0, 23.0
15.0, 22.0
10.0, 21.0
16.0, 23.0
16.0, 24.0
15.0, 24.0
12.0, 23.0
13.0, 23.0
15.0, 24.0
15.0, 24.0
17.0, 25.0
18.0, 24.0
15.0, 22.0
12.0, 21.0
15.0, 21.0
18.0, 23.0
16.0, 24.0
14.0, 21.0
8.0, 20.0
16.0, 22.0
15.0, 22.0
12.0, 22.0
12.0, 21.0
15.0, 22.0
16.0, 21.0
11.0, 21.0
11.0, 21.0
12.0, 22.0
13.0, 22.0
12.0, 23.0
14.0, 21.0
18.0, 22.0
9.0, 21.0
13.0, 20.0
11.0, 23.0
12.0, 15.0
12.0, 21.0
10.0, 21.0
14.0, 21.0
18.0, 24.0
12.0, 22.0
18.0, 23.0
16.0, 23.0
19.0, 23.0
10.0, 19.0
14.0, 22.0
15.0, 23.0
11.0, 20.0
15.0, 24.0
13.0, 23.0
18.0, 24.0
16.0, 23.0
12.0, 23.0
14.0, 22.0
16.0, 23.0
14.0, 21.0
15.0, 22.0
14.0, 22.0
16.0, 23.0
13.0, 24.0
12.0, 23.0
15.0, 24.0
19.0, 25.0
16.0, 23.0
11.0, 22.0
16.0, 24.0
13.0, 21.0
14.0, 22.0
16.0, 24.0
12.0, 22.0
15.0, 23.0
13.0, 22.0
12.0, 21.0
15.0, 22.0
14.0, 21.0
16.0, 22.0
14.0, 21.0
8.0, 18.0
16.0, 24.0
15.0, 22.0
17.0, 24.0
12.0, 25.0
15.0, 24.0
14.0, 23.0
9.0, 21.0
15.0, 22.0
15.0, 25.0
18.0, 23.0
16.0, 24.0
19.0, 28.0
10.0, 21.0
11.0, 20.0
16.0, 28.0
18.0, 22.0
9.0, 19.0
14.0, 24.0
13.0, 23.0
11.0, 21.0
13.0, 18.0
12.0, 23.0
16.0, 23.0
17.0, 23.0
15.0, 24.0
14.0, 23.0
16.0, 22.0
16.0, 22.0
12.0, 23.0
13.0, 22.0
9.0, 19.0
15.0, 23.0
15.0, 21.0
13.0, 20.0
18.0, 25.0
12.0, 21.0
14.0, 22.0
14.0, 22.0
14.0, 23.0
15.0, 22.0
13.0, 23.0
11.0, 22.0
14.0, 24.0
17.0, 25.0
10.0, 21.0
12.0, 22.0
15.0, 23.0
13.0, 22.0
15.0, 21.0
16.0, 23.0
14.0, 23.0
13.0, 23.0
18.0, 23.0
12.0, 21.0
13.0, 22.0
14.0, 21.0
6.0, 21.0
12.0, 22.0
15.0, 23.0
14.0, 23.0
7.0, 20.0
13.0, 23.0
8.0, 20.0
17.0, 24.0
12.0, 20.0
14.0, 24.0
11.0, 20.0
13.0, 22.0
13.0, 23.0
16.0, 22.0
14.0, 25.0
15.0, 24.0
11.0, 20.0
15.0, 21.0
14.0, 21.0
13.0, 22.0
15.0, 21.0
14.0, 23.0
18.0, 24.0
13.0, 21.0
13.0, 25.0
17.0, 22.0
10.0, 18.0
15.0, 23.0
14.0, 22.0
14.0, 23.0
13.0, 24.0
13.0, 23.0
13.0, 22.0
16.0, 23.0
13.0, 22.0
14.0, 23.0
13.0, 24.0
12.0, 22.0
14.0, 23.0
12.0, 16.0
12.0, 22.0
15.0, 23.0
8.0, 20.0
13.0, 20.0
16.0, 23.0
13.0, 20.0
12.0, 23.0
11.0, 20.0
13.0, 18.0
14.0, 23.0
15.0, 24.0
9.0, 22.0
16.0, 22.0
14.0, 23.0
13.0, 25.0
13.0, 22.0
14.0, 26.0
9.0, 22.0
12.0, 22.0
18.0, 23.0
11.0, 22.0
13.0, 23.0
13.0, 23.0
10.0, 21.0
9.0, 21.0
13.0, 21.0
15.0, 24.0
15.0, 23.0
14.0, 22.0
11.0, 20.0
18.0, 23.0
16.0, 22.0
12.0, 20.0
13.0, 22.0
17.0, 22.0
15.0, 24.0
14.0, 25.0
17.0, 23.0
12.0, 22.0
10.0, 18.0
14.0, 22.0
11.0, 20.0
14.0, 21.0
15.0, 24.0
15.0, 24.0
20.0, 25.0
16.0, 24.0
10.0, 18.0
15.0, 24.0
21.0, 25.0
15.0, 23.0
12.0, 23.0
16.0, 23.0
11.0, 21.0
13.0, 23.0
12.0, 21.0
15.0, 23.0
10.0, 20.0
15.0, 23.0
15.0, 25.0
13.0, 24.0
12.0, 20.0
12.0, 22.0
15.0, 22.0
11.0, 21.0
14.0, 21.0
13.0, 21.0
14.0, 23.0
16.0, 23.0
12.0, 17.0
16.0, 24.0
12.0, 22.0
16.0, 23.0
15.0, 23.0
16.0, 23.0
16.0, 23.0
16.0, 24.0
11.0, 20.0
15.0, 23.0
9.0, 17.0
15.0, 22.0
15.0, 24.0
12.0, 24.0
13.0, 20.0
5.0, 18.0
15.0, 23.0
13.0, 22.0
17.0, 23.0
16.0, 23.0
11.0, 23.0
14.0, 23.0
10.0, 22.0
15.0, 22.0
14.0, 24.0
11.0, 21.0
15.0, 21.0
14.0, 20.0
13.0, 21.0
13.0, 23.0
15.0, 22.0
9.0, 20.0
13.0, 23.0
15.0, 23.0
16.0, 22.0
13.0, 21.0
16.0, 22.0
13.0, 22.0
11.0, 20.0
14.0, 22.0
12.0, 23.0
12.0, 23.0
16.0, 24.0
19.0, 24.0
8.0, 28.0
14.0, 25.0
9.0, 21.0
12.0, 25.0
13.0, 22.0
17.0, 24.0
13.0, 22.0
15.0, 25.0
15.0, 20.0
13.0, 20.0
11.0, 23.0
14.0, 21.0
15.0, 23.0
13.0, 20.0
16.0, 23.0
11.0, 21.0
14.0, 22.0
18.0, 24.0
14.0, 22.0
13.0, 21.0
12.0, 25.0
12.0, 20.0
15.0, 24.0
16.0, 23.0
16.0, 23.0
12.0, 22.0
9.0, 19.0
16.0, 25.0
14.0, 23.0
14.0, 23.0
13.0, 25.0
15.0, 24.0
14.0, 24.0
11.0, 21.0
10.0, 21.0
14.0, 23.0
12.0, 19.0
18.0, 24.0
15.0, 21.0
16.0, 23.0
12.0, 21.0
12.0, 20.0
16.0, 24.0
14.0, 21.0
14.0, 22.0
16.0, 24.0
16.0, 24.0
13.0, 22.0
15.0, 21.0
16.0, 24.0
13.0, 22.0
13.0, 24.0
13.0, 19.0
15.0, 23.0
13.0, 23.0
17.0, 23.0
14.0, 24.0
14.0, 23.0
14.0, 20.0
15.0, 22.0
14.0, 21.0
14.0, 20.0
19.0, 23.0
13.0, 22.0
12.0, 20.0
13.0, 21.0
17.0, 23.0
11.0, 22.0
15.0, 24.0
16.0, 22.0
14.0, 22.0
13.0, 19.0
14.0, 22.0
11.0, 19.0
15.0, 24.0
12.0, 21.0
13.0, 23.0
17.0, 23.0
15.0, 21.0
10.0, 20.0
17.0, 24.0
17.0, 23.0
18.0, 24.0
16.0, 23.0
11.0, 20.0
4.0, 19.0
15.0, 23.0
15.0, 24.0
14.0, 21.0
11.0, 21.0
12.0, 19.0
11.0, 20.0
13.0, 20.0
16.0, 24.0
12.0, 23.0
16.0, 23.0
14.0, 21.0
14.0, 23.0
16.0, 24.0
18.0, 23.0
12.0, 20.0
14.0, 22.0
10.0, 22.0
13.0, 22.0
8.0, 20.0
14.0, 19.0
16.0, 23.0
10.0, 20.0
14.0, 22.0
14.0, 23.0
12.0, 21.0
11.0, 20.0
14.0, 23.0
17.0, 24.0
16.0, 24.0
12.0, 23.0
17.0, 23.0
12.0, 22.0
15.0, 22.0
13.0, 24.0
15.0, 22.0
13.0, 22.0
14.0, 21.0
11.0, 22.0
13.0, 23.0
15.0, 22.0
15.0, 22.0
15.0, 23.0
11.0, 21.0
16.0, 25.0
15.0, 21.0
5.0, 19.0
12.0, 20.0
17.0, 22.0
16.0, 22.0
14.0, 24.0
16.0, 25.0
15.0, 22.0
16.0, 25.0
15.0, 23.0
10.0, 21.0
14.0, 24.0
12.0, 23.0
16.0, 24.0
13.0, 21.0
16.0, 25.0
17.0, 23.0
17.0, 23.0
16.0, 23.0
10.0, 20.0
12.0, 21.0
12.0, 22.0
15.0, 22.0
15.0, 20.0
16.0, 23.0
13.0, 23.0
15.0, 25.0
13.0, 22.0
15.0, 24.0
14.0, 23.0
7.0, 28.0
16.0, 23.0
15.0, 23.0
15.0, 22.0
18.0, 24.0
15.0, 25.0
10.0, 20.0
15.0, 23.0
13.0, 22.0
10.0, 18.0
10.0, 23.0
16.0, 22.0
13.0, 22.0
16.0, 23.0
16.0, 22.0
17.0, 24.0
12.0, 19.0
15.0, 22.0
15.0, 22.0
9.0, 21.0
18.0, 23.0
13.0, 20.0
16.0, 25.0
10.0, 19.0
12.0, 21.0
12.0, 21.0
16.0, 22.0
8.0, 17.0
15.0, 24.0
10.0, 22.0
15.0, 23.0
12.0, 21.0
14.0, 21.0
14.0, 23.0
12.0, 22.0
13.0, 20.0
14.0, 22.0
16.0, 24.0
17.0, 24.0
13.0, 22.0
17.0, 25.0
13.0, 23.0
10.0, 23.0
6.0, 18.0
13.0, 21.0
19.0, 24.0
17.0, 24.0
17.0, 22.0
17.0, 24.0
13.0, 23.0
12.0, 22.0
13.0, 22.0
12.0, 23.0
14.0, 24.0
16.0, 23.0
10.0, 22.0
16.0, 23.0
10.0, 19.0
17.0, 25.0
14.0, 22.0
13.0, 22.0
12.0, 24.0
10.0, 22.0
13.0, 23.0
13.0, 22.0
13.0, 23.0
16.0, 20.0
14.0, 24.0
16.0, 22.0
18.0, 24.0
13.0, 22.0
9.0, 23.0
17.0, 24.0
15.0, 22.0
12.0, 21.0
16.0, 23.0
15.0, 22.0
16.0, 22.0
16.0, 21.0
14.0, 22.0
18.0, 24.0
15.0, 25.0
16.0, 24.0
15.0, 23.0
14.0, 23.0
15.0, 24.0
12.0, 21.0
16.0, 23.0
12.0, 20.0
16.0, 22.0
17.0, 23.0
14.0, 23.0
15.0, 24.0
16.0, 23.0
11.0, 22.0
14.0, 24.0
14.0, 24.0
17.0, 24.0
13.0, 23.0
11.0, 22.0
17.0, 24.0
8.0, 20.0
14.0, 23.0
14.0, 24.0
10.0, 20.0
10.0, 21.0
15.0, 25.0
14.0, 24.0
10.0, 24.0
11.0, 23.0
14.0, 23.0
14.0, 22.0
21.0, 24.0
13.0, 24.0
12.0, 23.0
10.0, 21.0
9.0, 21.0
14.0, 22.0
15.0, 24.0
15.0, 22.0
12.0, 18.0
11.0, 20.0
11.0, 21.0
12.0, 20.0
15.0, 21.0
13.0, 21.0
16.0, 23.0
17.0, 23.0
18.0, 23.0
13.0, 23.0
15.0, 24.0
12.0, 22.0
17.0, 23.0
16.0, 22.0
14.0, 23.0
13.0, 20.0
11.0, 24.0
17.0, 24.0
9.0, 21.0
13.0, 22.0
13.0, 21.0
16.0, 22.0
16.0, 22.0
13.0, 23.0
14.0, 22.0
12.0, 22.0
15.0, 24.0
10.0, 22.0
15.0, 23.0
10.0, 20.0
15.0, 23.0
16.0, 22.0
14.0, 22.0
12.0, 22.0
15.0, 23.0
16.0, 24.0
7.0, 20.0
16.0, 23.0
14.0, 23.0
13.0, 22.0
13.0, 20.0
13.0, 23.0
16.0, 24.0
16.0, 21.0
14.0, 23.0
17.0, 25.0
16.0, 24.0
13.0, 21.0
10.0, 20.0
13.0, 23.0
14.0, 23.0
12.0, 21.0
13.0, 23.0
12.0, 25.0
12.0, 24.0
14.0, 23.0
16.0, 24.0
14.0, 22.0
12.0, 21.0
13.0, 23.0
8.0, 24.0
12.0, 21.0
14.0, 25.0
16.0, 24.0
13.0, 23.0
9.0, 23.0
13.0, 21.0
16.0, 21.0
12.0, 23.0
15.0, 23.0
14.0, 23.0
17.0, 22.0
17.0, 23.0
12.0, 20.0
12.0, 21.0
12.0, 22.0
12.0, 24.0
17.0, 24.0
15.0, 24.0
12.0, 21.0
10.0, 20.0
13.0, 22.0
3.0, 22.0
14.0, 21.0
16.0, 22.0
14.0, 21.0
10.0, 20.0
10.0, 17.0
14.0, 22.0
16.0, 23.0
16.0, 24.0
15.0, 22.0
16.0, 23.0
12.0, 20.0
12.0, 22.0
13.0, 21.0
16.0, 23.0
9.0, 21.0
9.0, 22.0
13.0, 23.0
17.0, 23.0
15.0, 24.0
17.0, 23.0
14.0, 23.0
15.0, 22.0
16.0, 22.0
14.0, 23.0
16.0, 22.0
13.0, 22.0
12.0, 19.0
11.0, 22.0
11.0, 21.0
11.0, 21.0
11.0, 22.0
17.0, 21.0
11.0, 23.0
14.0, 22.0
11.0, 17.0
10.0, 21.0
11.0, 22.0
15.0, 25.0
13.0, 21.0
14.0, 24.0
13.0, 20.0
11.0, 22.0
15.0, 22.0
12.0, 20.0
15.0, 24.0
16.0, 25.0
12.0, 23.0
14.0, 23.0
12.0, 21.0
17.0, 22.0
14.0, 24.0
13.0, 25.0
11.0, 21.0
15.0, 21.0
15.0, 24.0
13.0, 23.0
17.0, 24.0
18.0, 23.0
11.0, 21.0
16.0, 23.0
14.0, 21.0
19.0, 24.0
13.0, 22.0
15.0, 21.0
8.0, 20.0
12.0, 23.0
14.0, 22.0
12.0, 21.0
12.0, 21.0
15.0, 23.0
14.0, 24.0
12.0, 23.0
13.0, 22.0
17.0, 23.0
15.0, 23.0
11.0, 21.0
7.0, 28.0
16.0, 25.0
16.0, 22.0
14.0, 22.0
14.0, 23.0
6.0, 19.0
15.0, 23.0
12.0, 20.0
13.0, 22.0
13.0, 21.0
13.0, 24.0
12.0, 25.0
13.0, 23.0
12.0, 22.0
14.0, 24.0
16.0, 22.0
11.0, 21.0
17.0, 23.0
16.0, 23.0
15.0, 23.0
12.0, 22.0
16.0, 21.0
17.0, 24.0
13.0, 23.0
14.0, 21.0
11.0, 24.0
13.0, 21.0
12.0, 24.0
14.0, 21.0
15.0, 22.0
14.0, 23.0
18.0, 22.0
13.0, 23.0
15.0, 24.0
16.0, 23.0
14.0, 23.0
14.0, 24.0
14.0, 21.0
14.0, 22.0
11.0, 20.0
15.0, 22.0
18.0, 25.0
15.0, 22.0
15.0, 23.0
15.0, 23.0
15.0, 24.0
14.0, 23.0
13.0, 23.0
14.0, 23.0
12.0, 23.0
10.0, 19.0
11.0, 20.0
17.0, 23.0
15.0, 22.0
11.0, 20.0
14.0, 23.0
18.0, 23.0
16.0, 24.0
15.0, 23.0
16.0, 24.0
13.0, 21.0
15.0, 22.0
