v_prime, v
24.0, 32.0
22.0, 31.0
18.0, 28.0
22.0, 32.0
16.0, 30.0
11.0, 23.0
22.0, 26.0
23.0, 34.0
25.0, 32.0
14.0, 28.0
22.0, 30.0
18.0, 29.0
20.0, 30.0
16.0, 26.0
20.0, 30.0
7.0, 37.0
23.0, 28.0
18.0, 29.0
23.0, 30.0
17.0, 28.0
23.0, 31.0
18.0, 31.0
16.0, 26.0
22.0, 32.0
21.0, 32.0
14.0, 25.0
22.0, 32.0
15.0, 25.0
23.0, 36.0
19.0, 29.0
20.0, 31.0
14.0, 26.0
14.0, 25.0
26.0, 32.0
21.0, 31.0
13.0, 29.0
16.0, 27.0
25.0, 33.0
21.0, 27.0
20.0, 27.0
18.0, 28.0
22.0, 30.0
19.0, 28.0
14.0, 26.0
21.0, 28.0
19.0, 32.0
13.0, 28.0
18.0, 29.0
25.0, 30.0
19.0, 30.0
22.0, 31.0
19.0, 29.0
17.0, 27.0
14.0, 30.0
18.0, 25.0
19.0, 28.0
24.0, 31.0
17.0, 28.0
21.0, 32.0
19.0, 32.0
20.0, 30.0
21.0, 28.0
10.0, 23.0
12.0, 27.0
18.0, 32.0
25.0, 31.0
20.0, 30.0
16.0, 29.0
20.0, 31.0
24.0, 32.0
19.0, 32.0
23.0, 29.0
18.0, 30.0
25.0, 32.0
18.0, 29.0
23.0, 31.0
12.0, 27.0
26.0, 33.0
24.0, 32.0
27.0, 31.0
21.0, 31.0
24.0, 31.0
21.0, 28.0
24.0, 32.0
18.0, 32.0
24.0, 32.0
23.0, 31.0
20.0, 30.0
22.0, 32.0
23.0, 33.0
26.0, 36.0
16.0, 29.0
18.0, 27.0
20.0, 27.0
21.0, 32.0
16.0, 27.0
19.0, 29.0
21.0, 31.0
22.0, 29.0
21.0, 30.0
20.0, 31.0
21.0, 30.0
17.0, 29.0
24.0, 32.0
18.0, 30.0
19.0, 29.0
20.0, 29.0
26.0, 31.0
19.0, 30.0
20.0, 30.0
14.0, 31.0
25.0, 32.0
21.0, 29.0
21.0, 32.0
23.0, 31.0
22.0, 31.0
18.0, 26.0
21.0, 30.0
22.0, 29.0
23.0, 29.0
14.0, 27.0
24.0, 30.0
20.0, 30.0
19.0, 29.0
18.0, 31.0
23.0, 32.0
20.0, 32.0
18.0, 30.0
18.0, 27.0
17.0, 32.0
20.0, 28.0
18.0, 30.0
22.0, 33.0
18.0, 30.0
19.0, 29.0
25.0, 32.0
7.0, 23.0
18.0, 28.0
18.0, 28.0
21.0, 31.0
19.0, 30.0
21.0, 29.0
13.0, 29.0
21.0, 30.0
25.0, 31.0
20.0, 30.0
20.0, 31.0
20.0, 31.0
15.0, 27.0
16.0, 31.0
21.0, 28.0
18.0, 27.0
22.0, 32.0
18.0, 27.0
19.0, 29.0
16.0, 26.0
21.0, 31.0
6.0, 23.0
16.0, 28.0
16.0, 30.0
17.0, 33.0
22.0, 31.0
18.0, 27.0
22.0, 31.0
12.0, 22.0
22.0, 31.0
18.0, 28.0
18.0, 28.0
26.0, 33.0
16.0, 28.0
23.0, 31.0
14.0, 27.0
11.0, 23.0
20.0, 31.0
20.0, 30.0
21.0, 31.0
16.0, 27.0
26.0, 30.0
20.0, 29.0
15.0, 26.0
17.0, 33.0
15.0, 29.0
20.0, 25.0
19.0, 29.0
23.0, 31.0
18.0, 29.0
22.0, 32.0
24.0, 30.0
19.0, 31.0
24.0, 32.0
18.0, 29.0
20.0, 31.0
18.0, 24.0
25.0, 32.0
21.0, 31.0
23.0, 31.0
24.0, 31.0
21.0, 31.0
24.0, 30.0
21.0, 32.0
20.0, 31.0
19.0, 30.0
24.0, 32.0
19.0, 26.0
17.0, 28.0
19.0, 27.0
12.0, 22.0
25.0, 31.0
17.0, 26.0
20.0, 28.0
22.0, 28.0
20.0, 30.0
13.0, 26.0
17.0, 28.0
16.0, 26.0
26.0, 31.0
25.0, 33.0
21.0, 28.0
23.0, 31.0
17.0, 28.0
16.0, 27.0
17.0, 29.0
16.0, 30.0
20.0, 30.0
22.0, 30.0
16.0, 27.0
22.0, 30.0
24.0, 31.0
25.0, 32.0
21.0, 25.0
27.0, 34.0
14.0, 24.0
9.0, 25.0
22.0, 31.0
19.0, 32.0
18.0, 29.0
21.0, 29.0
20.0, 31.0
25.0, 32.0
17.0, 29.0
18.0, 30.0
16.0, 28.0
8.0, 37.0
21.0, 28.0
18.0, 28.0
22.0, 30.0
16.0, 25.0
19.0, 30.0
18.0, 28.0
20.0, 26.0
16.0, 28.0
24.0, 31.0
21.0, 32.0
21.0, 30.0
20.0, 30.0
19.0, 29.0
19.0, 29.0
22.0, 32.0
18.0, 29.0
19.0, 30.0
17.0, 29.0
15.0, 25.0
26.0, 32.0
21.0, 31.0
15.0, 23.0
24.0, 32.0
19.0, 28.0
23.0, 29.0
20.0, 29.0
18.0, 32.0
24.0, 33.0
20.0, 32.0
20.0, 30.0
25.0, 32.0
17.0, 29.0
13.0, 31.0
18.0, 28.0
14.0, 28.0
14.0, 31.0
15.0, 26.0
24.0, 32.0
20.0, 31.0
21.0, 31.0
21.0, 31.0
21.0, 33.0
19.0, 30.0
16.0, 30.0
19.0, 31.0
19.0, 32.0
18.0, 30.0
19.0, 30.0
25.0, 34.0
22.0, 31.0
21.0, 28.0
14.0, 28.0
21.0, 32.0
24.0, 31.0
12.0, 23.0
21.0, 30.0
19.0, 27.0
23.0, 31.0
15.0, 27.0
7.0, 27.0
