42.0, 55.0
38.0, 45.0
31.0, 43.0
43.0, 47.0
31.0, 47.0
30.0, 37.0
39.0, 44.0
45.0, 49.0
40.0, 46.0
35.0, 47.0
27.0, 42.0
30.0, 47.0
19.0, 31.0
45.0, 2.147483647E9
28.0, 37.0
29.0, 33.0
26.0, 39.0
35.0, 45.0
29.0, 36.0
39.0, 46.0
46.0, 53.0
42.0, 49.0
34.0, 49.0
29.0, 48.0
41.0, 47.0
28.0, 37.0
42.0, 55.0
40.0, 49.0
28.0, 46.0
36.0, 51.0
41.0, 48.0
40.0, 49.0
23.0, 42.0
41.0, 52.0
22.0, 50.0
29.0, 45.0
38.0, 52.0
36.0, 44.0
41.0, 48.0
28.0, 41.0
44.0, 52.0
32.0, 35.0
21.0, 39.0
35.0, 46.0
34.0, 36.0
28.0, 38.0
20.0, 35.0
44.0, 53.0
24.0, 26.0
34.0, 44.0
34.0, 46.0
41.0, 48.0
33.0, 46.0
34.0, 47.0
45.0, 52.0
45.0, 2.147483647E9
37.0, 51.0
36.0, 50.0
20.0, 41.0
24.0, 35.0
35.0, 48.0
31.0, 44.0
25.0, 37.0
34.0, 49.0
34.0, 44.0
22.0, 44.0
35.0, 43.0
32.0, 50.0
32.0, 43.0
30.0, 37.0
35.0, 50.0
31.0, 42.0
42.0, 49.0
39.0, 44.0
39.0, 47.0
42.0, 45.0
40.0, 47.0
30.0, 36.0
40.0, 2.147483647E9
38.0, 49.0
41.0, 50.0
40.0, 40.0
32.0, 43.0
39.0, 48.0
20.0, 37.0
41.0, 44.0
37.0, 49.0
46.0, 2.147483647E9
42.0, 53.0
43.0, 52.0
47.0, 50.0
25.0, 38.0
40.0, 45.0
33.0, 45.0
23.0, 36.0
25.0, 36.0
40.0, 44.0
39.0, 41.0
33.0, 40.0
35.0, 45.0
37.0, 46.0
30.0, 46.0
29.0, 36.0
35.0, 49.0
45.0, 2.147483647E9
41.0, 51.0
33.0, 52.0
33.0, 43.0
26.0, 45.0
31.0, 46.0
25.0, 33.0
42.0, 51.0
41.0, 50.0
30.0, 40.0
43.0, 54.0
38.0, 50.0
32.0, 36.0
40.0, 48.0
38.0, 47.0
32.0, 41.0
34.0, 37.0
30.0, 45.0
31.0, 43.0
26.0, 39.0
17.0, 42.0
43.0, 48.0
34.0, 46.0
35.0, 41.0
41.0, 47.0
31.0, 36.0
41.0, 50.0
27.0, 40.0
25.0, 46.0
46.0, 57.0
46.0, 51.0
28.0, 40.0
42.0, 56.0
42.0, 50.0
30.0, 49.0
32.0, 44.0
25.0, 40.0
34.0, 48.0
30.0, 50.0
29.0, 42.0
37.0, 47.0
29.0, 37.0
18.0, 35.0
24.0, 43.0
39.0, 47.0
37.0, 45.0
37.0, 50.0
34.0, 43.0
35.0, 48.0
28.0, 40.0
32.0, 46.0
25.0, 41.0
39.0, 49.0
22.0, 35.0
40.0, 43.0
32.0, 41.0
38.0, 47.0
28.0, 43.0
40.0, 56.0
36.0, 47.0
33.0, 48.0
33.0, 47.0
28.0, 42.0
18.0, 42.0
26.0, 37.0
28.0, 44.0
31.0, 41.0
40.0, 47.0
20.0, 33.0
20.0, 39.0
43.0, 49.0
39.0, 50.0
33.0, 34.0
28.0, 47.0
33.0, 48.0
35.0, 49.0
17.0, 47.0
44.0, 49.0
36.0, 51.0
43.0, 2.147483647E9
31.0, 42.0
36.0, 45.0
34.0, 49.0
41.0, 48.0
38.0, 51.0
37.0, 45.0
35.0, 46.0
31.0, 42.0
28.0, 33.0
34.0, 48.0
27.0, 35.0
45.0, 50.0
36.0, 50.0
30.0, 44.0
32.0, 44.0
40.0, 52.0
34.0, 46.0
37.0, 54.0
27.0, 34.0
25.0, 36.0
37.0, 46.0
33.0, 52.0
37.0, 43.0
40.0, 52.0
40.0, 50.0
37.0, 49.0
36.0, 41.0
25.0, 36.0
35.0, 48.0
37.0, 43.0
39.0, 50.0
23.0, 37.0
12.0, 43.0
30.0, 37.0
38.0, 49.0
32.0, 44.0
8.0, 52.0
29.0, 34.0
37.0, 48.0
25.0, 41.0
34.0, 45.0
38.0, 48.0
35.0, 47.0
33.0, 45.0
6.0, 51.0
41.0, 45.0
29.0, 45.0
32.0, 45.0
37.0, 51.0
34.0, 48.0
18.0, 32.0
44.0, 2.147483647E9
34.0, 48.0
31.0, 41.0
37.0, 48.0
37.0, 45.0
9.0, 53.0
32.0, 47.0
39.0, 51.0
39.0, 47.0
33.0, 47.0
40.0, 46.0
35.0, 47.0
43.0, 50.0
29.0, 38.0
31.0, 43.0
30.0, 42.0
40.0, 46.0
34.0, 46.0
30.0, 36.0
39.0, 47.0
38.0, 44.0
23.0, 34.0
32.0, 37.0
37.0, 46.0
29.0, 42.0
25.0, 27.0
33.0, 54.0
38.0, 43.0
36.0, 38.0
34.0, 50.0
33.0, 42.0
32.0, 48.0
38.0, 47.0
35.0, 45.0
29.0, 44.0
28.0, 34.0
36.0, 44.0
41.0, 47.0
46.0, 52.0
40.0, 46.0
34.0, 47.0
30.0, 44.0
40.0, 46.0
37.0, 48.0
38.0, 53.0
30.0, 38.0
28.0, 40.0
22.0, 31.0
41.0, 48.0
28.0, 46.0
43.0, 52.0
34.0, 40.0
31.0, 50.0
29.0, 47.0
41.0, 48.0
33.0, 46.0
34.0, 41.0
34.0, 36.0
40.0, 49.0
36.0, 47.0
34.0, 50.0
45.0, 52.0
26.0, 43.0
31.0, 45.0
33.0, 43.0
41.0, 51.0
35.0, 43.0
33.0, 47.0
24.0, 37.0
40.0, 50.0
36.0, 51.0
38.0, 40.0
36.0, 44.0
29.0, 36.0
25.0, 38.0
41.0, 50.0
37.0, 47.0
44.0, 46.0
45.0, 53.0
30.0, 41.0
36.0, 47.0
40.0, 42.0
38.0, 46.0
38.0, 52.0
37.0, 44.0
32.0, 38.0
36.0, 44.0
41.0, 55.0
40.0, 45.0
39.0, 47.0
29.0, 47.0
42.0, 54.0
42.0, 49.0
25.0, 33.0
34.0, 46.0
37.0, 49.0
33.0, 40.0
33.0, 46.0
44.0, 50.0
34.0, 48.0
31.0, 41.0
37.0, 49.0
32.0, 44.0
27.0, 40.0
33.0, 41.0
37.0, 46.0
11.0, 46.0
36.0, 50.0
43.0, 49.0
37.0, 46.0
36.0, 43.0
37.0, 47.0
37.0, 47.0
34.0, 45.0
28.0, 47.0
36.0, 47.0
35.0, 51.0
35.0, 50.0
31.0, 35.0
32.0, 47.0
30.0, 43.0
40.0, 48.0
30.0, 50.0
39.0, 51.0
33.0, 40.0
33.0, 46.0
37.0, 55.0
41.0, 50.0
39.0, 51.0
35.0, 49.0
40.0, 48.0
33.0, 50.0
38.0, 45.0
38.0, 49.0
41.0, 50.0
26.0, 41.0
31.0, 34.0
35.0, 45.0
34.0, 40.0
43.0, 47.0
30.0, 34.0
35.0, 49.0
38.0, 47.0
31.0, 45.0
35.0, 53.0
30.0, 44.0
28.0, 40.0
36.0, 51.0
30.0, 39.0
46.0, 49.0
15.0, 39.0
26.0, 40.0
42.0, 47.0
24.0, 43.0
43.0, 50.0
33.0, 41.0
45.0, 48.0
39.0, 43.0
35.0, 46.0
37.0, 47.0
41.0, 47.0
36.0, 46.0
38.0, 49.0
35.0, 47.0
32.0, 44.0
38.0, 47.0
26.0, 48.0
30.0, 34.0
37.0, 51.0
36.0, 45.0
41.0, 43.0
41.0, 50.0
30.0, 48.0
44.0, 53.0
35.0, 41.0
43.0, 53.0
48.0, 2.147483647E9
35.0, 46.0
33.0, 48.0
36.0, 42.0
27.0, 45.0
43.0, 57.0
38.0, 50.0
31.0, 50.0
27.0, 36.0
37.0, 47.0
28.0, 36.0
35.0, 47.0
29.0, 45.0
29.0, 43.0
35.0, 47.0
35.0, 43.0
39.0, 45.0
36.0, 41.0
35.0, 45.0
38.0, 37.0
38.0, 48.0
41.0, 49.0
37.0, 37.0
42.0, 51.0
39.0, 50.0
30.0, 46.0
21.0, 33.0
41.0, 48.0
30.0, 37.0
36.0, 50.0
36.0, 49.0
35.0, 49.0
39.0, 44.0
33.0, 46.0
45.0, 53.0
33.0, 54.0
37.0, 47.0
52.0, 2.147483647E9
41.0, 52.0
34.0, 43.0
33.0, 49.0
30.0, 40.0
27.0, 39.0
34.0, 49.0
44.0, 53.0
35.0, 48.0
32.0, 46.0
32.0, 40.0
36.0, 42.0
27.0, 33.0
22.0, 32.0
37.0, 49.0
29.0, 47.0
34.0, 46.0
30.0, 38.0
50.0, 55.0
30.0, 46.0
32.0, 47.0
43.0, 44.0
44.0, 53.0
35.0, 48.0
38.0, 44.0
39.0, 49.0
30.0, 38.0
38.0, 50.0
34.0, 48.0
38.0, 44.0
40.0, 53.0
30.0, 41.0
30.0, 31.0
43.0, 47.0
16.0, 41.0
40.0, 40.0
43.0, 53.0
25.0, 38.0
34.0, 39.0
41.0, 49.0
34.0, 48.0
33.0, 43.0
38.0, 51.0
40.0, 47.0
42.0, 52.0
41.0, 46.0
40.0, 49.0
40.0, 48.0
47.0, 51.0
19.0, 35.0
24.0, 37.0
22.0, 30.0
31.0, 47.0
26.0, 38.0
38.0, 47.0
41.0, 56.0
37.0, 43.0
43.0, 52.0
31.0, 42.0
16.0, 43.0
28.0, 47.0
39.0, 45.0
37.0, 43.0
37.0, 43.0
27.0, 36.0
41.0, 55.0
35.0, 45.0
39.0, 50.0
27.0, 38.0
39.0, 50.0
37.0, 46.0
38.0, 45.0
38.0, 51.0
41.0, 49.0
32.0, 47.0
24.0, 35.0
29.0, 40.0
41.0, 52.0
36.0, 53.0
29.0, 38.0
25.0, 36.0
38.0, 45.0
38.0, 48.0
33.0, 47.0
33.0, 37.0
31.0, 41.0
41.0, 49.0
34.0, 41.0
33.0, 41.0
34.0, 43.0
41.0, 51.0
39.0, 56.0
43.0, 53.0
16.0, 37.0
46.0, 53.0
32.0, 39.0
26.0, 42.0
43.0, 49.0
30.0, 45.0
30.0, 43.0
13.0, 46.0
36.0, 43.0
32.0, 38.0
27.0, 39.0
40.0, 55.0
35.0, 43.0
44.0, 55.0
38.0, 49.0
33.0, 49.0
38.0, 46.0
33.0, 44.0
44.0, 52.0
36.0, 44.0
39.0, 48.0
36.0, 45.0
39.0, 51.0
36.0, 45.0
37.0, 50.0
27.0, 37.0
44.0, 55.0
38.0, 37.0
38.0, 51.0
44.0, 2.147483647E9
30.0, 40.0
43.0, 47.0
39.0, 51.0
34.0, 46.0
30.0, 43.0
35.0, 44.0
43.0, 2.147483647E9
37.0, 45.0
31.0, 40.0
25.0, 32.0
34.0, 47.0
25.0, 39.0
29.0, 42.0
39.0, 53.0
23.0, 35.0
36.0, 51.0
37.0, 49.0
21.0, 44.0
28.0, 43.0
42.0, 50.0
33.0, 44.0
45.0, 52.0
13.0, 36.0
28.0, 38.0
30.0, 45.0
22.0, 38.0
41.0, 51.0
40.0, 50.0
40.0, 43.0
39.0, 53.0
23.0, 43.0
38.0, 49.0
34.0, 59.0
21.0, 41.0
41.0, 57.0
31.0, 32.0
30.0, 40.0
28.0, 46.0
23.0, 38.0
34.0, 37.0
40.0, 48.0
30.0, 47.0
34.0, 47.0
38.0, 50.0
47.0, 49.0
36.0, 39.0
35.0, 41.0
42.0, 51.0
42.0, 53.0
40.0, 47.0
43.0, 53.0
34.0, 39.0
30.0, 36.0
27.0, 47.0
29.0, 44.0
39.0, 43.0
34.0, 39.0
44.0, 50.0
22.0, 39.0
33.0, 48.0
36.0, 47.0
34.0, 41.0
28.0, 32.0
29.0, 37.0
35.0, 46.0
45.0, 52.0
44.0, 51.0
39.0, 47.0
37.0, 47.0
38.0, 50.0
26.0, 51.0
40.0, 44.0
33.0, 47.0
45.0, 53.0
39.0, 48.0
