v_prime, v
2.0, 54.0
19.0, 48.0
25.0, 42.0
14.0, 54.0
20.0, 48.0
18.0, 48.0
27.0, 40.0
14.0, 51.0
14.0, 54.0
17.0, 51.0
12.0, 51.0
19.0, 46.0
15.0, 54.0
18.0, 55.0
8.0, 51.0
23.0, 43.0
28.0, 39.0
15.0, 47.0
21.0, 39.0
14.0, 50.0
12.0, 36.0
16.0, 49.0
21.0, 46.0
21.0, 43.0
17.0, 46.0
9.0, 53.0
13.0, 53.0
17.0, 45.0
12.0, 50.0
17.0, 51.0
8.0, 52.0
20.0, 51.0
19.0, 56.0
18.0, 48.0
20.0, 47.0
10.0, 54.0
17.0, 45.0
31.0, 47.0
27.0, 47.0
16.0, 50.0
10.0, 53.0
26.0, 48.0
20.0, 43.0
36.0, 45.0
14.0, 48.0
21.0, 46.0
9.0, 54.0
14.0, 54.0
16.0, 49.0
10.0, 52.0
39.0, 48.0
22.0, 39.0
13.0, 40.0
40.0, 53.0
22.0, 48.0
12.0, 47.0
14.0, 49.0
15.0, 58.0
13.0, 49.0
17.0, 46.0
12.0, 49.0
20.0, 46.0
26.0, 41.0
20.0, 44.0
10.0, 54.0
25.0, 47.0
13.0, 49.0
13.0, 55.0
21.0, 42.0
21.0, 48.0
17.0, 53.0
20.0, 53.0
15.0, 52.0
14.0, 52.0
23.0, 41.0
18.0, 47.0
16.0, 49.0
22.0, 46.0
29.0, 45.0
23.0, 47.0
18.0, 50.0
16.0, 38.0
18.0, 52.0
19.0, 46.0
15.0, 53.0
31.0, 43.0
17.0, 44.0
29.0, 44.0
13.0, 57.0
12.0, 50.0
17.0, 49.0
23.0, 50.0
25.0, 41.0
18.0, 46.0
23.0, 44.0
14.0, 53.0
13.0, 43.0
29.0, 40.0
13.0, 47.0
15.0, 47.0
24.0, 47.0
18.0, 48.0
5.0, 59.0
36.0, 45.0
18.0, 45.0
22.0, 40.0
10.0, 40.0
19.0, 52.0
19.0, 53.0
14.0, 51.0
12.0, 52.0
19.0, 51.0
19.0, 44.0
11.0, 51.0
8.0, 52.0
10.0, 52.0
20.0, 40.0
12.0, 49.0
21.0, 40.0
34.0, 50.0
24.0, 46.0
18.0, 48.0
20.0, 44.0
18.0, 49.0
14.0, 51.0
29.0, 45.0
24.0, 39.0
12.0, 50.0
20.0, 47.0
17.0, 49.0
14.0, 50.0
19.0, 54.0
28.0, 35.0
6.0, 51.0
42.0, 47.0
11.0, 51.0
13.0, 54.0
16.0, 56.0
12.0, 49.0
18.0, 47.0
28.0, 38.0
33.0, 56.0
16.0, 58.0
28.0, 40.0
13.0, 45.0
9.0, 50.0
21.0, 45.0
16.0, 53.0
12.0, 53.0
18.0, 56.0
17.0, 52.0
12.0, 50.0
12.0, 47.0
27.0, 41.0
12.0, 51.0
39.0, 43.0
14.0, 53.0
10.0, 51.0
34.0, 44.0
14.0, 49.0
26.0, 38.0
19.0, 49.0
19.0, 49.0
17.0, 53.0
29.0, 38.0
27.0, 37.0
12.0, 52.0
34.0, 44.0
25.0, 38.0
29.0, 45.0
29.0, 46.0
12.0, 52.0
20.0, 41.0
25.0, 38.0
17.0, 36.0
38.0, 56.0
13.0, 50.0
