v_prime, v
24.0, 44.0
16.0, 36.0
18.0, 49.0
13.0, 49.0
9.0, 53.0
23.0, 49.0
19.0, 51.0
17.0, 49.0
23.0, 58.0
21.0, 47.0
16.0, 53.0
21.0, 45.0
12.0, 56.0
22.0, 53.0
17.0, 49.0
16.0, 40.0
16.0, 54.0
16.0, 54.0
17.0, 48.0
20.0, 58.0
19.0, 56.0
23.0, 51.0
37.0, 51.0
16.0, 53.0
20.0, 55.0
22.0, 53.0
23.0, 42.0
13.0, 56.0
17.0, 37.0
29.0, 52.0
17.0, 49.0
20.0, 45.0
21.0, 48.0
19.0, 45.0
21.0, 60.0
19.0, 56.0
12.0, 56.0
22.0, 50.0
17.0, 55.0
22.0, 56.0
21.0, 53.0
19.0, 55.0
40.0, 53.0
28.0, 50.0
16.0, 49.0
21.0, 44.0
35.0, 56.0
25.0, 45.0
34.0, 47.0
20.0, 49.0
15.0, 47.0
17.0, 55.0
25.0, 46.0
9.0, 52.0
38.0, 51.0
23.0, 53.0
28.0, 44.0
19.0, 57.0
14.0, 39.0
26.0, 48.0
19.0, 43.0
18.0, 52.0
30.0, 55.0
23.0, 45.0
17.0, 47.0
43.0, 60.0
14.0, 53.0
15.0, 56.0
12.0, 62.0
24.0, 54.0
29.0, 53.0
34.0, 50.0
28.0, 45.0
16.0, 46.0
17.0, 49.0
24.0, 57.0
7.0, 44.0
22.0, 53.0
38.0, 49.0
41.0, 55.0
23.0, 37.0
16.0, 56.0
31.0, 43.0
12.0, 48.0
29.0, 56.0
13.0, 53.0
29.0, 45.0
39.0, 58.0
27.0, 57.0
22.0, 53.0
25.0, 49.0
24.0, 48.0
34.0, 59.0
38.0, 55.0
19.0, 55.0
10.0, 45.0
17.0, 41.0
18.0, 61.0
17.0, 46.0
16.0, 48.0
25.0, 49.0
14.0, 57.0
19.0, 59.0
16.0, 57.0
28.0, 52.0
17.0, 49.0
22.0, 62.0
26.0, 49.0
20.0, 44.0
26.0, 45.0
13.0, 34.0
17.0, 56.0
27.0, 44.0
17.0, 40.0
19.0, 48.0
29.0, 52.0
17.0, 48.0
31.0, 46.0
11.0, 22.0
26.0, 53.0
10.0, 51.0
22.0, 54.0
26.0, 51.0
20.0, 54.0
30.0, 50.0
33.0, 54.0
19.0, 56.0
19.0, 57.0
13.0, 48.0
25.0, 44.0
30.0, 51.0
14.0, 39.0
30.0, 49.0
16.0, 44.0
27.0, 44.0
17.0, 55.0
17.0, 53.0
20.0, 49.0
17.0, 52.0
17.0, 55.0
23.0, 54.0
19.0, 52.0
20.0, 54.0
19.0, 54.0
16.0, 49.0
20.0, 52.0
26.0, 52.0
30.0, 51.0
22.0, 49.0
23.0, 49.0
41.0, 54.0
6.0, 31.0
10.0, 53.0
