v_prime, v
41.0, 41.0
16.0, 55.0
20.0, 57.0
19.0, 50.0
20.0, 41.0
23.0, 54.0
21.0, 37.0
29.0, 50.0
18.0, 55.0
22.0, 48.0
24.0, 50.0
26.0, 48.0
21.0, 51.0
17.0, 50.0
25.0, 51.0
16.0, 50.0
45.0, 50.0
21.0, 48.0
25.0, 54.0
19.0, 42.0
15.0, 57.0
25.0, 43.0
13.0, 51.0
17.0, 59.0
32.0, 45.0
20.0, 52.0
41.0, 48.0
32.0, 48.0
34.0, 49.0
40.0, 54.0
15.0, 46.0
21.0, 47.0
18.0, 50.0
17.0, 43.0
16.0, 54.0
27.0, 56.0
11.0, 46.0
14.0, 38.0
31.0, 47.0
17.0, 55.0
14.0, 47.0
39.0, 52.0
13.0, 41.0
13.0, 56.0
13.0, 53.0
18.0, 56.0
18.0, 45.0
14.0, 43.0
28.0, 48.0
14.0, 54.0
42.0, 56.0
10.0, 54.0
13.0, 61.0
10.0, 41.0
13.0, 46.0
21.0, 48.0
19.0, 52.0
16.0, 42.0
10.0, 44.0
22.0, 43.0
26.0, 45.0
16.0, 49.0
19.0, 53.0
26.0, 42.0
18.0, 59.0
15.0, 49.0
26.0, 53.0
18.0, 42.0
16.0, 48.0
36.0, 56.0
16.0, 41.0
26.0, 38.0
17.0, 56.0
20.0, 53.0
20.0, 46.0
21.0, 49.0
31.0, 48.0
13.0, 58.0
13.0, 59.0
13.0, 53.0
19.0, 37.0
23.0, 38.0
19.0, 48.0
13.0, 52.0
18.0, 48.0
25.0, 43.0
32.0, 49.0
17.0, 50.0
15.0, 40.0
19.0, 45.0
19.0, 42.0
16.0, 45.0
22.0, 43.0
29.0, 55.0
19.0, 45.0
18.0, 51.0
22.0, 55.0
16.0, 52.0
20.0, 60.0
30.0, 45.0
25.0, 44.0
15.0, 58.0
18.0, 57.0
35.0, 51.0
10.0, 51.0
19.0, 36.0
21.0, 45.0
39.0, 55.0
20.0, 48.0
19.0, 42.0
17.0, 41.0
12.0, 58.0
20.0, 39.0
17.0, 42.0
23.0, 51.0
15.0, 50.0
9.0, 48.0
26.0, 57.0
15.0, 50.0
19.0, 51.0
10.0, 55.0
14.0, 56.0
13.0, 40.0
22.0, 47.0
27.0, 48.0
19.0, 42.0
26.0, 49.0
16.0, 60.0
17.0, 55.0
15.0, 50.0
24.0, 44.0
36.0, 56.0
16.0, 36.0
27.0, 51.0
20.0, 41.0
7.0, 61.0
12.0, 51.0
15.0, 46.0
12.0, 58.0
22.0, 51.0
12.0, 52.0
15.0, 48.0
27.0, 42.0
17.0, 49.0
25.0, 45.0
20.0, 50.0
23.0, 46.0
16.0, 49.0
18.0, 53.0
15.0, 47.0
12.0, 57.0
33.0, 47.0
17.0, 56.0
21.0, 42.0
21.0, 42.0
11.0, 55.0
19.0, 53.0
16.0, 38.0
21.0, 41.0
18.0, 50.0
14.0, 52.0
23.0, 45.0
15.0, 58.0
19.0, 59.0
12.0, 42.0
20.0, 38.0
20.0, 55.0
29.0, 43.0
31.0, 52.0
17.0, 45.0
14.0, 60.0
11.0, 46.0
15.0, 48.0
21.0, 47.0
31.0, 47.0
17.0, 40.0
14.0, 44.0
11.0, 46.0
17.0, 54.0
19.0, 55.0
13.0, 57.0
7.0, 51.0
12.0, 52.0
13.0, 59.0
26.0, 48.0
6.0, 57.0
12.0, 60.0
19.0, 57.0
4.0, 52.0
9.0, 60.0
28.0, 50.0
39.0, 48.0
22.0, 42.0
29.0, 52.0
19.0, 58.0
38.0, 49.0
14.0, 58.0
16.0, 55.0
14.0, 57.0
30.0, 49.0
29.0, 43.0
16.0, 51.0
23.0, 40.0
29.0, 45.0
9.0, 52.0
19.0, 53.0
22.0, 50.0
26.0, 41.0
30.0, 52.0
10.0, 49.0
16.0, 52.0
21.0, 56.0
18.0, 48.0
18.0, 42.0
16.0, 54.0
26.0, 39.0
21.0, 50.0
11.0, 52.0
27.0, 46.0
31.0, 49.0
18.0, 53.0
13.0, 51.0
26.0, 50.0
25.0, 49.0
9.0, 52.0
15.0, 41.0
10.0, 59.0
14.0, 40.0
35.0, 39.0
