v_prime, v
9.0, 21.0
13.0, 26.0
6.0, 22.0
7.0, 22.0
9.0, 22.0
8.0, 22.0
9.0, 21.0
4.0, 23.0
8.0, 21.0
6.0, 26.0
5.0, 21.0
5.0, 23.0
6.0, 23.0
7.0, 21.0
7.0, 21.0
6.0, 22.0
11.0, 22.0
4.0, 22.0
10.0, 21.0
12.0, 26.0
7.0, 21.0
15.0, 26.0
6.0, 21.0
9.0, 21.0
11.0, 23.0
8.0, 19.0
9.0, 20.0
11.0, 22.0
14.0, 26.0
11.0, 26.0
6.0, 22.0
7.0, 21.0
8.0, 21.0
7.0, 22.0
7.0, 19.0
9.0, 21.0
10.0, 22.0
14.0, 26.0
5.0, 23.0
8.0, 20.0
9.0, 22.0
4.0, 23.0
9.0, 21.0
6.0, 22.0
12.0, 26.0
12.0, 21.0
7.0, 22.0
9.0, 22.0
9.0, 21.0
6.0, 21.0
6.0, 22.0
16.0, 26.0
6.0, 21.0
13.0, 26.0
12.0, 20.0
10.0, 22.0
7.0, 21.0
9.0, 22.0
10.0, 21.0
8.0, 21.0
5.0, 22.0
7.0, 23.0
7.0, 22.0
10.0, 26.0
8.0, 26.0
14.0, 21.0
11.0, 21.0
12.0, 26.0
4.0, 22.0
9.0, 21.0
8.0, 22.0
11.0, 22.0
10.0, 22.0
7.0, 22.0
12.0, 26.0
9.0, 21.0
7.0, 21.0
4.0, 22.0
9.0, 21.0
9.0, 22.0
15.0, 26.0
9.0, 21.0
9.0, 26.0
6.0, 22.0
17.0, 26.0
12.0, 20.0
6.0, 22.0
5.0, 22.0
10.0, 21.0
7.0, 21.0
11.0, 26.0
13.0, 21.0
4.0, 23.0
10.0, 21.0
8.0, 21.0
11.0, 21.0
10.0, 23.0
6.0, 21.0
8.0, 22.0
9.0, 21.0
9.0, 21.0
8.0, 21.0
9.0, 21.0
6.0, 23.0
8.0, 21.0
12.0, 26.0
11.0, 21.0
9.0, 23.0
13.0, 20.0
10.0, 21.0
9.0, 22.0
10.0, 19.0
6.0, 22.0
10.0, 21.0
8.0, 21.0
13.0, 26.0
15.0, 26.0
10.0, 19.0
8.0, 22.0
2.0, 22.0
8.0, 22.0
5.0, 22.0
5.0, 22.0
9.0, 21.0
9.0, 21.0
12.0, 21.0
10.0, 22.0
7.0, 20.0
8.0, 22.0
10.0, 19.0
3.0, 22.0
7.0, 21.0
7.0, 20.0
7.0, 21.0
6.0, 22.0
11.0, 21.0
6.0, 23.0
8.0, 21.0
11.0, 26.0
6.0, 22.0
11.0, 26.0
7.0, 22.0
7.0, 22.0
8.0, 20.0
8.0, 21.0
10.0, 26.0
8.0, 23.0
8.0, 21.0
5.0, 22.0
8.0, 21.0
9.0, 20.0
7.0, 22.0
