v_prime, v
15.0, 34.0
16.0, 33.0
10.0, 36.0
16.0, 33.0
14.0, 34.0
19.0, 34.0
17.0, 28.0
12.0, 37.0
14.0, 34.0
10.0, 37.0
21.0, 32.0
24.0, 33.0
14.0, 36.0
21.0, 32.0
11.0, 36.0
26.0, 35.0
19.0, 38.0
7.0, 37.0
14.0, 39.0
10.0, 39.0
14.0, 36.0
12.0, 35.0
11.0, 38.0
19.0, 40.0
8.0, 37.0
15.0, 34.0
17.0, 33.0
15.0, 34.0
15.0, 35.0
24.0, 37.0
12.0, 38.0
24.0, 32.0
20.0, 34.0
15.0, 37.0
19.0, 32.0
17.0, 35.0
16.0, 33.0
7.0, 38.0
9.0, 38.0
12.0, 35.0
8.0, 39.0
8.0, 37.0
12.0, 33.0
13.0, 38.0
11.0, 36.0
9.0, 39.0
11.0, 38.0
19.0, 32.0
13.0, 36.0
9.0, 36.0
17.0, 35.0
14.0, 35.0
13.0, 35.0
25.0, 32.0
15.0, 36.0
16.0, 33.0
20.0, 33.0
13.0, 33.0
12.0, 36.0
16.0, 36.0
19.0, 33.0
15.0, 33.0
9.0, 40.0
16.0, 36.0
8.0, 39.0
18.0, 34.0
11.0, 38.0
12.0, 32.0
14.0, 43.0
15.0, 31.0
20.0, 33.0
9.0, 37.0
13.0, 34.0
12.0, 38.0
15.0, 33.0
13.0, 39.0
14.0, 36.0
17.0, 35.0
10.0, 33.0
15.0, 35.0
14.0, 38.0
8.0, 36.0
17.0, 32.0
9.0, 34.0
17.0, 35.0
11.0, 33.0
17.0, 35.0
13.0, 38.0
10.0, 40.0
11.0, 37.0
29.0, 35.0
18.0, 37.0
16.0, 37.0
16.0, 35.0
15.0, 37.0
15.0, 35.0
16.0, 33.0
6.0, 36.0
8.0, 37.0
17.0, 34.0
28.0, 35.0
9.0, 37.0
13.0, 39.0
9.0, 43.0
18.0, 35.0
15.0, 35.0
11.0, 31.0
14.0, 37.0
14.0, 29.0
11.0, 31.0
24.0, 38.0
8.0, 37.0
11.0, 33.0
20.0, 31.0
22.0, 31.0
16.0, 35.0
13.0, 35.0
22.0, 33.0
17.0, 30.0
13.0, 34.0
13.0, 34.0
10.0, 37.0
14.0, 37.0
9.0, 36.0
14.0, 36.0
6.0, 36.0
7.0, 35.0
12.0, 38.0
18.0, 31.0
13.0, 33.0
7.0, 39.0
10.0, 39.0
10.0, 35.0
11.0, 37.0
11.0, 39.0
14.0, 37.0
9.0, 38.0
10.0, 37.0
14.0, 36.0
12.0, 32.0
14.0, 34.0
12.0, 35.0
21.0, 33.0
12.0, 37.0
15.0, 33.0
15.0, 34.0
18.0, 35.0
14.0, 32.0
13.0, 34.0
14.0, 34.0
17.0, 30.0
8.0, 37.0
23.0, 28.0
9.0, 36.0
17.0, 36.0
16.0, 36.0
13.0, 35.0
11.0, 39.0
18.0, 36.0
25.0, 35.0
15.0, 36.0
18.0, 34.0
12.0, 33.0
17.0, 36.0
14.0, 36.0
18.0, 29.0
15.0, 32.0
13.0, 33.0
15.0, 34.0
20.0, 31.0
9.0, 36.0
13.0, 38.0
13.0, 32.0
13.0, 34.0
14.0, 34.0
12.0, 37.0
16.0, 37.0
14.0, 36.0
11.0, 37.0
15.0, 35.0
13.0, 37.0
6.0, 39.0
15.0, 35.0
6.0, 35.0
11.0, 37.0
23.0, 37.0
11.0, 38.0
14.0, 34.0
15.0, 35.0
15.0, 35.0
10.0, 38.0
8.0, 39.0
6.0, 36.0
11.0, 37.0
11.0, 37.0
11.0, 38.0
20.0, 29.0
19.0, 28.0
7.0, 38.0
15.0, 35.0
23.0, 32.0
20.0, 34.0
11.0, 39.0
16.0, 34.0
11.0, 37.0
13.0, 37.0
19.0, 33.0
14.0, 32.0
11.0, 38.0
18.0, 32.0
10.0, 29.0
15.0, 34.0
17.0, 35.0
12.0, 38.0
17.0, 32.0
13.0, 34.0
10.0, 38.0
13.0, 35.0
14.0, 36.0
9.0, 36.0
13.0, 36.0
9.0, 36.0
10.0, 37.0
9.0, 34.0
13.0, 38.0
15.0, 35.0
13.0, 34.0
11.0, 37.0
25.0, 33.0
20.0, 31.0
14.0, 37.0
13.0, 36.0
12.0, 34.0
9.0, 37.0
17.0, 34.0
7.0, 39.0
18.0, 32.0
16.0, 31.0
14.0, 36.0
13.0, 36.0
14.0, 34.0
26.0, 36.0
11.0, 37.0
14.0, 35.0
8.0, 39.0
5.0, 36.0
12.0, 38.0
17.0, 30.0
16.0, 31.0
